Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Platform,Payment,Ad_1,Ad_2,Ad_3,SocialMedia,ShippingPayment,Category,DayOfWeek,Province
571.93,December,435,25,,29,371.88,0.5,1,59,0,Premium,Computer,Credit Card,No,No,Yes,,Free,books,Friday,NW
817.45,May,451,41,Daily,49,721.69,6.6,0.52,34,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,clothing,Friday,EC
867.22,August,441,27,,32,821.77,6.6,0.92,56,0,Express,Android,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,NW
887.81,September,482,0,,0,554.13,7.4,0,41,0,Premium,Computer,Credit Card,No,No,Yes,,Free,books,Sunday,GP
1000.46,January,438,17,Weekly,10,984.52,1.9,0.82,49,0,Standard,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Friday,FS
657.53,March,408,53,,58,621.12,0.9,0.7,64,0,Standard,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,GP
1125.2,October,463,0,,0,893.18,6.5,0,68,0,Standard,Computer,EFT,No,Yes,Yes,,Free,electronics,Saturday,EC
1408.71,May,551,0,,0,752.56,2.7,0,33,0,Express,Computer,EFT,No,No,Yes,,Free,groceries,Saturday,NW
1001.67,May,508,17,,10,586.31,4.2,0.55,47,0,Premium,Computer,Credit Card,No,Yes,No,,Free,clothing,Monday,WC
1054.95,August,477,36,,24,780.32,4.3,0.72,47,0,Standard,iOS,Account Credit,No,Yes,Yes,,Free,groceries,Monday,MP
1049.95,February,500,0,,0,734.84,5.1,0,66,37,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Thursday,NW
912.34,November,533,18,Monthly,5,608.08,3.6,0.58,43,0,Express,Computer,Credit Card,Yes,No,No,Instagram,Free,household,Friday,NW
980.47,April,361,17,,15,556.43,1.4,0.65,41,0,Premium,Computer,EFT,No,No,Yes,,Free,groceries,Tuesday,GP
978.71,November,461,11,Daily,10,574.75,4.7,0.52,39,20,Standard,Android,Credit Card,No,Yes,Yes,,Free,electronics,Wednesday,FS
874.22,April,362,19,,7,587.53,1.5,0.59,64,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Monday,GP
1080.87,January,353,28,,24,1037.08,4.1,0.59,50,0,Premium,Computer,Credit Card,No,Yes,No,,Free,books,Saturday,KZN
833.17,July,458,8,Weekly,10,581.55,2.1,0.92,41,0,Standard,Computer,EFT,No,Yes,Yes,,Free,groceries,Monday,MP
935.33,October,473,43,Monthly,52,591.32,5.6,0.51,40,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Monday,GP
755.84,October,474,34,,17,572.23,7.8,0.97,36,0,Premium,Computer,PayPal,Yes,No,Yes,Instagram,Free,books,Friday,WC
1268.27,January,518,32,,30,1052.01,1.5,0.72,34,0,Express,Computer,EFT,No,Yes,Yes,,Free,electronics,Monday,KZN
673.44,June,379,35,,32,514.55,3,0.59,36,0,Premium,Computer,Credit Card,No,No,No,,Free,clothing,Tuesday,FS
573.82,December,498,11,,15,566.81,3.4,0.56,27,10,Express,Computer,EFT,No,No,No,,Free,books,Friday,FS
1523.16,November,566,20,,13,825.13,5.7,0.56,50,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,NW
567.58,December,442,39,,28,809.02,3.6,0.77,58,0,Standard,iOS,Credit Card,No,No,No,,Free,books,Sunday,NC
1059.06,November,512,15,,13,597.64,6,0.77,45,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Friday,NW
787.71,April,417,29,Monthly,26,460.18,3,0.63,46,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Saturday,FS
638.88,January,413,21,,31,1049.72,5.8,0.57,22,0,Express,Computer,Credit Card,No,No,Yes,,Free,books,Saturday,KZN
754.7,November,364,53,,42,660.41,1.7,0.68,73,22,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Thursday,KZN
707.66,August,468,40,,30,435.87,2.4,0.84,47,0,Premium,Computer,EFT,No,No,Yes,,Free,groceries,Thursday,NW
1174.47,November,336,11,,10,640.46,1,0.55,47,0,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Sunday,NW
780.68,November,443,53,Daily,48,599.49,4.5,0.54,47,8,Standard,Android,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Saturday,GP
930.75,September,397,55,Daily,43,792.15,7.2,0.86,52,0,Standard,iOS,Credit Card,No,Yes,Yes,,Free,groceries,Saturday,FS
1339.67,March,432,57,,50,923.31,7.9,0.89,30,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,household,Friday,MP
704.11,September,394,44,,47,635.56,2.8,0.83,33,0,Standard,Computer,PayPal,No,No,Yes,,Free,electronics,Sunday,NW
1183.22,April,302,22,Monthly,36,638.74,4.6,0.84,56,0,Express,Computer,EFT,Yes,No,No,Twitter,Free,electronics,Friday,KZN
1288.29,March,362,9,,11,1046.09,5.8,0.51,68,0,Standard,Computer,PayPal,Yes,Yes,Yes,Instagram,Free,groceries,Sunday,GP
586.31,September,458,13,,18,387.78,1,0.62,67,0,Premium,Computer,Credit Card,No,No,Yes,,Free,books,Monday,LP
697.33,September,362,9,,10,574.12,1.2,0.56,45,0,Premium,iOS,Credit Card,No,No,Yes,,Free,electronics,Wednesday,LP
1176.32,December,543,0,,0,1088.83,3,0,55,0,Express,Computer,EFT,No,No,No,,Free,clothing,Monday,NC
927.44,May,499,9,Weekly,10,600.27,2,0.92,46,0,Standard,Android,Credit Card,Yes,No,Yes,Twitter,Free,clothing,Thursday,FS
806.67,May,438,39,Monthly,17,572.18,4.2,0.61,47,0,Standard,iOS,Account Credit,No,Yes,No,,Free,clothing,Tuesday,KZN
518.85,December,421,14,,7,326.89,5.9,0.55,47,0,Premium,iOS,Credit Card,No,No,No,,Paid,books,Friday,GP
668.47,October,411,21,Weekly,27,819.67,2.2,0.54,65,0,Express,Android,PayPal,No,No,Yes,,Free,household,Saturday,KZN
1039.62,November,370,28,,34,884.2,7.4,0.89,47,0,Express,Computer,EFT,No,Yes,No,,Free,electronics,Monday,WC
797.68,May,447,39,,23,472.19,4.2,0.55,65,0,Express,iOS,Credit Card,No,Yes,No,,Free,clothing,Friday,WC
1890.03,November,543,0,,0,1086.7,7.1,0,44,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Wednesday,NC
937.78,December,477,17,,6,1034.71,7.6,0.95,56,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Monday,KZN
840.8,November,439,37,,28,471.5,3,0.65,63,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Sunday,FS
1039.43,December,507,13,Daily,7,680.95,5.2,0.97,95,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Thursday,MP
1145.78,December,469,5,,7,904.25,5,0.6,51,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Wednesday,MP
738.86,October,465,15,,14,543.92,0.7,1,69,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Monday,KZN
935.71,December,540,28,Weekly,30,559.06,2.7,0.96,53,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Friday,NC
744.17,September,415,30,Weekly,23,540.21,2.3,0.79,19,0,Premium,Computer,EFT,No,No,Yes,,Free,clothing,Thursday,NW
675.4,January,440,0,,0,495.56,3.7,0,40,0,Standard,Computer,Credit Card,No,No,Yes,,Free,groceries,Sunday,GP
780.25,December,415,0,,0,760.76,2.6,0,32,0,Standard,Computer,Credit Card,No,No,Yes,,Free,household,Saturday,GP
904.17,February,469,64,Daily,49,610.98,4.5,0.85,51,0,Premium,Computer,PayPal,Yes,No,Yes,Facebook,Free,clothing,Sunday,MP
650.32,November,431,43,Monthly,52,422.87,4.3,0.52,55,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Friday,GP
819.33,December,374,24,,26,754.92,0.5,0.84,64,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Sunday,GP
1133.19,November,335,51,,37,732.2,7.7,0.99,18,39,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Monday,GP
974.34,August,556,40,Weekly,30,600.83,3,0.78,75,0,Premium,iOS,Credit Card,Yes,No,No,Facebook,Free,groceries,Tuesday,WC
1689.5,March,349,27,,24,970.32,7.7,0.7,67,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Wednesday,WC
939.65,August,455,50,Daily,55,564.33,6.6,0.74,49,0,Premium,iOS,EFT,No,Yes,Yes,,Free,books,Friday,FS
820.27,July,383,58,Monthly,56,583.98,4.4,0.98,45,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Wednesday,WC
572.36,July,377,8,,10,409.06,5.5,0.8,28,0,Premium,Android,Credit Card,Yes,No,No,Instagram,Free,books,Monday,MP
918.27,September,554,10,,13,564.12,2.8,0.5,42,34,Standard,iOS,Credit Card,Yes,No,No,Facebook,Free,electronics,Thursday,GP
823.24,March,417,39,,34,791.72,6.4,0.89,40,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,NW
1256.68,December,473,25,Daily,29,923.45,5.6,0.58,40,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,GP
1320.53,November,458,26,,26,1050.58,6.1,0.63,48,0,Premium,Android,Credit Card,Yes,Yes,Yes,Instagram,Free,groceries,Monday,KZN
782.32,September,422,72,Weekly,59,643.14,2.9,0.6,63,0,Standard,Computer,PayPal,Yes,No,Yes,Twitter,Free,books,Sunday,FS
1112.63,October,491,44,Daily,63,633.1,5.3,0.53,36,0,Standard,Computer,EFT,Yes,Yes,No,Instagram,Free,electronics,Saturday,NW
798.3,April,400,0,,0,576.28,6.7,0,50,14,Express,Computer,EFT,No,Yes,No,,Free,groceries,Monday,FS
681.05,April,529,24,,23,449.43,2.4,0.65,39,0,Premium,Android,EFT,Yes,No,No,Instagram,Free,groceries,Sunday,NW
808.42,October,445,35,Monthly,25,755.84,4.6,0.76,86,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Friday,NW
714.59,November,450,0,,0,578.34,1.8,0,49,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Saturday,GP
947.31,November,425,30,,27,528.55,2.3,0.68,43,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,WC
858.42,October,483,9,,11,702.51,2,0.76,16,0,Standard,Android,Account Credit,No,No,No,,Free,household,Saturday,WC
934.46,February,515,29,,18,705.04,4.4,0.66,69,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Saturday,FS
771.6,July,456,65,Daily,44,545.15,5.1,0.9,75,37,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Wednesday,NW
770.72,April,501,19,,12,828.21,1.6,1,60,35,Standard,Computer,Account Credit,Yes,No,Yes,Twitter,Free,electronics,Thursday,NW
1283.93,May,496,18,,10,1131.32,7.7,0.55,39,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Monday,WC
687.64,January,493,23,Monthly,24,386.8,5,0.97,46,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,NC
1382.07,March,507,0,,0,1094.25,1,0,38,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,NC
628.88,December,471,31,Monthly,30,500.86,3.3,0.59,28,0,Express,Computer,Credit Card,No,No,No,,Free,electronics,Monday,EC
728.55,September,488,37,,24,553.41,6.9,0.81,72,32,Express,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Thursday,WC
781.97,April,419,26,,27,678.88,6.1,0.86,44,0,Standard,Computer,EFT,Yes,Yes,No,Facebook,Free,electronics,Friday,KZN
670.72,August,451,11,,10,439.01,2.8,0.85,51,0,Express,Computer,Credit Card,No,Yes,No,,Free,household,Sunday,WC
830.85,December,385,23,Monthly,33,550.13,3.3,0.72,66,0,Premium,Computer,Account Credit,Yes,No,Yes,Instagram,Free,clothing,Monday,KZN
1003.35,February,398,50,Daily,48,595.69,7.8,0.8,35,0,Premium,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Friday,WC
1009.02,December,379,1,,14,597.58,5.7,0.55,60,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Saturday,FS
1197.65,May,322,21,,27,787.95,2.3,0.54,96,0,Premium,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,WC
594.89,August,419,24,,31,344.56,5.5,1,57,0,Standard,Computer,Credit Card,No,No,Yes,,Free,electronics,Tuesday,MP
794.49,December,431,43,,56,546.46,6.8,0.51,48,0,Standard,Android,EFT,No,Yes,No,,Free,groceries,Sunday,WC
1040.07,September,417,43,Monthly,56,599.23,4.7,0.65,50,0,Premium,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Friday,WC
608.23,May,394,57,Daily,45,860.41,4.9,0.85,53,0,Express,Android,Credit Card,No,No,No,,Free,clothing,Monday,WC
575.7,July,459,41,,37,349.74,2.4,0.8,88,0,Standard,Computer,EFT,No,No,Yes,,Free,books,Friday,NC
742.95,April,395,17,,14,562.13,1.3,0.9,44,0,Express,Computer,EFT,No,No,Yes,,Free,electronics,Friday,GP
711.18,September,497,7,,15,508.74,3.7,0.9,54,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,clothing,Thursday,GP
1510.94,December,312,40,,23,891.59,3.9,0.54,46,0,Standard,Android,Credit Card,Yes,No,Yes,Facebook,Free,groceries,Monday,NW
943.2,December,485,37,,34,560.96,5.9,0.6,88,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,books,Saturday,MP
1756.48,August,334,28,,26,984.19,5.9,0.55,34,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,NW
696.61,October,502,51,,45,500.19,5.2,0.69,68,0,Express,Android,Credit Card,No,No,Yes,,Free,household,Friday,MP
916.1,July,431,38,,36,596.19,3.1,0.68,54,0,Express,iOS,Credit Card,No,Yes,Yes,,Free,electronics,Thursday,MP
662.86,December,365,56,Weekly,46,457.09,2.1,0.56,74,0,Standard,Computer,Credit Card,No,No,No,,Free,electronics,Saturday,MP
1202.34,November,494,33,,33,1099.03,4.5,0.89,43,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Thursday,FS
770.84,October,387,71,,48,622.88,1.8,0.75,21,0,Express,Computer,Credit Card,No,No,Yes,,Free,books,Friday,GP
819.11,August,488,27,,36,598.98,7.3,0.76,66,35,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Thursday,WC
1515.45,October,549,0,,0,1045.66,7.7,0,40,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,NW
783.63,December,474,23,,28,803.87,1.4,1,38,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,clothing,Wednesday,FS
883.46,October,473,57,Weekly,42,455.18,1.9,0.96,40,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,books,Saturday,MP
1429.62,January,581,0,,0,840.35,2.2,0,48,0,Standard,Android,Credit Card,No,No,No,,Free,groceries,Monday,KZN
1021.1,September,467,18,,4,692.3,6.3,0.5,43,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,GP
1524.97,September,363,3,,7,998.58,5.1,0.59,52,8,Standard,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Friday,GP
1363.69,September,334,42,,52,1032.17,7.7,0.64,43,0,Premium,Computer,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Friday,NW
643.8,December,421,34,,25,396.88,7.5,0.99,63,30,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,household,Sunday,MP
588.32,September,443,48,,57,456.17,7.7,0.84,20,0,Standard,iOS,EFT,No,No,Yes,,Free,books,Friday,FS
1174.56,December,507,59,,47,1063.41,8,0.71,40,0,Standard,Computer,EFT,No,Yes,No,,Free,books,Sunday,NW
1311.27,November,374,37,,21,897.62,7.9,0.69,74,0,Standard,iOS,Credit Card,No,Yes,Yes,,Free,clothing,Wednesday,NW
1684.1,November,556,18,,4,1245.8,1.8,0.5,32,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Wednesday,FS
975.92,July,477,28,,36,782.01,4.9,0.7,64,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,FS
812.48,July,478,45,Daily,43,730.38,5.3,0.89,30,0,Express,iOS,Account Credit,Yes,No,No,Instagram,Free,books,Sunday,GP
713.57,December,440,12,,11,632.19,2.2,0.93,49,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,books,Friday,FS
805.84,October,416,27,,20,741.59,6.1,0.6,39,0,Express,iOS,Credit Card,Yes,Yes,No,Instagram,Free,books,Saturday,NW
1002.21,April,413,27,,29,697.38,5.4,0.64,41,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,NW
1569.11,July,309,33,,30,1103.63,2,0.66,85,0,Express,iOS,Credit Card,No,No,No,,Free,books,Sunday,WC
677.61,September,368,53,,49,630.91,2.4,0.88,42,0,Express,Computer,Credit Card,Yes,No,No,Instagram,Free,groceries,Friday,NW
1353.64,December,518,0,,0,1291.05,0.5,0,46,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Monday,GP
1408.2,April,373,10,,11,897.86,6.5,0.53,53,0,Standard,Android,Account Credit,Yes,Yes,No,Instagram,Free,electronics,Saturday,GP
694.2,January,474,10,,10,640.55,6.2,0.77,48,28,Standard,Computer,Credit Card,Yes,Yes,No,Twitter,Free,books,Thursday,NC
893.12,April,490,37,,27,604.08,7.4,1,56,22,Express,Android,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,GP
963.51,December,333,50,Weekly,49,960.78,3.9,0.52,56,0,Standard,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Friday,KZN
794.17,November,468,69,Monthly,58,639.67,4.6,0.61,29,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,clothing,Tuesday,GP
769.33,March,460,44,Daily,49,751.53,6.8,0.61,21,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Saturday,MP
872.69,March,395,27,,26,599.72,5.5,0.95,30,0,Express,Computer,EFT,Yes,Yes,No,Instagram,Free,electronics,Friday,EC
1148.88,October,498,57,Daily,51,760.74,7.5,0.56,89,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Wednesday,FS
998.05,August,381,49,Daily,49,688.97,7.4,0.66,31,0,Express,Computer,Credit Card,Yes,Yes,No,Twitter,Free,electronics,Monday,NW
1066.07,September,543,0,,0,615.45,1.8,0,35,0,Standard,Computer,EFT,No,No,No,,Free,books,Friday,MP
972.83,September,508,15,Weekly,10,817.43,3.4,0.92,47,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Sunday,WC
1958.26,March,332,31,Monthly,26,1326.27,4.2,0.99,44,0,Premium,Computer,Account Credit,Yes,Yes,Yes,Instagram,Free,electronics,Monday,GP
3137.07,December,556,0,,0,1787.51,5.3,0,67,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,FS
1306.38,November,544,0,,0,716.36,7,0,73,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Friday,WC
976.87,November,505,51,Daily,50,599.24,5.7,0.78,64,0,Premium,Computer,Credit Card,No,No,Yes,,Free,electronics,Thursday,NW
1586.91,May,531,0,,0,896.63,5.3,0,73,0,Express,iOS,Credit Card,No,Yes,No,,Free,groceries,Monday,GP
734.19,July,452,42,,45,474.86,5,0.73,36,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Monday,NW
1247.51,March,512,8,,12,802.67,7.2,0.55,37,36,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,WC
704.77,December,424,11,,9,504.52,2.1,0.71,50,0,Express,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,MP
2548.89,November,318,19,,13,1421.62,7.4,0.61,30,0,Standard,Computer,EFT,Yes,Yes,Yes,Instagram,Free,electronics,Tuesday,NW
807.65,May,540,25,,17,603.59,3.9,0.55,50,0,Standard,iOS,PayPal,Yes,No,No,Instagram,Free,clothing,Sunday,MP
572.59,August,391,31,,25,1193.56,4,0.7,65,14,Express,Computer,EFT,No,No,No,,Free,books,Saturday,MP
1716.28,April,510,18,,7,1265.5,6.7,0.67,31,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Sunday,KZN
788.97,November,401,0,,0,633.42,1.9,0,42,0,Premium,Computer,Credit Card,No,No,Yes,,Free,household,Friday,EC
1806.59,January,545,0,,0,1010.24,5.6,0,53,0,Premium,Computer,Account Credit,No,Yes,No,,Free,electronics,Wednesday,GP
638.14,February,445,34,,30,460.51,0,0.52,58,0,Express,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,KZN
908.91,May,400,43,Daily,53,527.61,8,0.52,36,0,Express,Computer,EFT,Yes,Yes,No,Facebook,Free,household,Friday,WC
998.95,February,339,9,,12,871.46,6.1,0.56,75,37,Standard,iOS,Credit Card,No,Yes,No,,Free,clothing,Wednesday,EC
854.67,December,518,16,Weekly,14,924.11,2.1,0.59,35,0,Premium,Computer,EFT,No,No,No,,Free,electronics,Monday,FS
973.63,January,399,21,,28,668.89,4.1,0.58,51,0,Standard,Computer,EFT,No,Yes,No,,Free,household,Sunday,GP
880.04,December,400,37,,23,781.91,4.3,0.99,17,0,Standard,iOS,Credit Card,No,No,Yes,,Free,electronics,Monday,FS
952.23,December,470,12,,9,756.05,7,0.7,38,0,Premium,iOS,EFT,No,Yes,Yes,,Free,electronics,Sunday,NC
950.33,February,412,0,,0,750.61,5,0,48,0,Standard,Computer,PayPal,No,Yes,No,,Free,groceries,Sunday,FS
811.31,January,424,33,Monthly,31,700.52,4,0.83,44,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Tuesday,GP
676.15,December,422,19,,9,551.89,2.7,0.61,26,0,Standard,Computer,Credit Card,No,No,Yes,,Free,books,Tuesday,GP
1253.03,September,426,26,,31,722.45,7.5,0.71,47,0,Standard,iOS,Credit Card,Yes,Yes,Yes,Facebook,Free,electronics,Saturday,GP
897.87,September,535,10,Weekly,12,629.64,3.5,0.93,37,0,Premium,Computer,EFT,No,No,Yes,,Free,household,Sunday,GP
830.22,April,383,9,Monthly,9,547.81,5.2,0.53,28,0,Express,Computer,EFT,No,No,Yes,,Free,household,Friday,NW
652.81,December,381,27,,26,624.39,2.1,0.54,73,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Thursday,WC
1140.1,April,469,29,,23,648.39,6.9,0.59,37,0,Premium,Android,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Saturday,WC
764.62,April,423,15,,11,569.56,7.6,0.87,85,0,Express,iOS,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Sunday,KZN
1154.54,December,519,0,,0,936.94,5.6,0,38,0,Express,Computer,EFT,No,No,Yes,,Free,clothing,Saturday,WC
660.93,April,431,32,,27,622.41,4.9,0.64,31,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,GP
612.09,July,390,27,Daily,33,568.98,7.8,0.97,69,0,Express,Computer,EFT,Yes,No,No,Instagram,Free,electronics,Thursday,GP
536.85,December,441,15,Weekly,14,361.18,1,0.52,50,0,Standard,Android,Account Credit,Yes,No,No,Facebook,Paid,books,Friday,KZN
781.2,May,500,20,,15,441.8,4.7,0.98,49,0,Standard,Computer,Credit Card,Yes,Yes,No,Facebook,Free,household,Saturday,WC
1466.56,August,504,32,,32,937.35,2.5,0.84,31,0,Premium,Computer,Credit Card,Yes,Yes,Yes,Twitter,Free,books,Friday,GP
590.53,November,441,51,,46,525.99,1.2,0.84,45,0,Express,iOS,EFT,No,No,Yes,,Free,electronics,Monday,WC
1329.53,February,345,17,Weekly,11,815.6,1.8,0.5,35,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Saturday,MP
782.05,June,411,46,,54,633.39,4.2,0.93,51,0,Express,Computer,Account Credit,Yes,Yes,No,Twitter,Free,clothing,Friday,GP
1057.75,July,510,94,,45,551.38,4,0.75,44,0,Express,Android,EFT,Yes,No,Yes,Instagram,Free,electronics,Sunday,GP
961.29,May,368,36,,29,634.57,0.3,0.89,40,0,Standard,Computer,EFT,Yes,No,Yes,Instagram,Free,clothing,Sunday,GP
1161.68,December,391,1,,11,590.65,5.8,0.61,52,37,Standard,Computer,Credit Card,Yes,Yes,Yes,Facebook,Free,clothing,Friday,NW
1382.91,July,567,30,,26,770.46,6,0.54,42,14,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Sunday,LP
840.85,January,443,50,Weekly,42,550.04,1.7,0.76,29,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Thursday,GP
680.43,January,375,37,,24,737.78,6.1,0.93,61,42,Standard,Computer,Credit Card,No,No,Yes,,Free,electronics,Sunday,KZN
672.74,November,429,42,Weekly,54,818.21,2.3,0.68,27,0,Premium,Computer,Credit Card,No,No,Yes,,Free,books,Saturday,GP
981.63,February,520,0,,0,603.89,4.1,0,19,0,Express,Computer,Credit Card,No,No,Yes,,Free,clothing,Wednesday,EC
1064.99,December,372,0,,0,610.06,6.1,0,42,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Saturday,KZN
2317.11,November,578,3,,5,1393.78,4.2,0.8,54,0,Express,Android,EFT,No,Yes,Yes,,Free,electronics,Friday,NW
702.17,March,345,40,Weekly,30,478.58,1,0.83,52,0,Premium,Computer,Credit Card,No,No,No,,Free,groceries,Sunday,GP
1240.74,December,343,18,,13,743.1,6.1,0.53,61,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,books,Friday,KZN
773.08,March,396,3,Daily,17,465.57,4.6,0.91,53,28,Express,Computer,Credit Card,Yes,No,No,Facebook,Free,groceries,Friday,FS
603.51,November,480,24,,25,478.83,0.2,0.96,62,0,Standard,Computer,EFT,No,No,Yes,,Free,books,Friday,GP
887.55,December,374,19,,15,495.27,7.9,0.79,50,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Wednesday,GP
749.75,November,513,31,,25,566.03,6,0.64,80,0,Express,Computer,EFT,No,No,Yes,,Free,electronics,Wednesday,WC
722.45,December,420,38,,18,492.43,4.7,0.97,53,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,WC
